rank,worth_billions,category,name,age,country,city,source,industry,countryOfCitizenship,self_made,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,age_group,worth_tier,year,company_founded,company_name,company_relationship,company_sector,company_type,country_code,gdp,region,wealth_type,wealth_category,from_emerging,inherited_raw,was_founder,was_political,inherited
2405,1.1,Real Estate,Pavel Golubkov,47.0,Russia,Moscow,"Building, development",Real Estate,Russia,True,N,male,1976-03-13,Golubkov,Pavel,2023-04-04 05:01:00,1976.0,3.0,13.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,40s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Fashion & Retail,Cristina Green,,United Kingdom,London,Fashion retail,Fashion & Retail,United Kingdom,True,Split Family Fortune,female,,Green,Cristina,2023-04-04 05:01:00,,,,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Fashion & Retail,Philip Green,,United Kingdom,London,Fashion retail,Fashion & Retail,United Kingdom,True,Split Family Fortune,male,,Green,Philip,2023-04-04 05:01:00,,,,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Energy,Said Gutseriev,34.0,United Kingdom,London,"Retail, investments",Energy,Russia,False,R,male,1988-04-18,Gutseriev,Said,2023-04-04 05:01:00,1988.0,4.0,18.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,30s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Service,Polys Haji-Ioannou,63.0,Monaco,Monaco,EasyJet,Service,Cyprus,False,U,male,1960-01-11,Haji-Ioannou,Polys,2023-04-04 05:01:00,1960.0,1.0,11.0,,,"$7,184,844,193 ",,,,,,38964.0,43.7384176,7.4246158,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Food & Beverage,He Zuxun,57.0,China,Kunming,Pig breeding,Food & Beverage,China,True,D,male,1965-10-28,He,Zuxun,2023-04-04 05:01:00,1965.0,10.0,28.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Christian Herz,,Germany,Hamburg,Coffee,Finance & Investments,Germany,False,E,male,,Herz,Christian,2023-04-04 05:01:00,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Michaela Herz,,Germany,Hamburg,Coffee,Finance & Investments,Germany,False,E,female,,Herz,Michaela,2023-04-04 05:01:00,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Technology,David Hindawi,78.0,United States,Seattle,Software,Technology,United States,True,D,male,1944-12-08,Hindawi,David,2023-04-04 05:01:00,1944.0,12.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Technology,Huang Shan,52.0,China,Shenzhen,Software,Technology,China,True,R,male,1970-08-09,Huang,Shan,2023-04-04 05:01:00,1970.0,8.0,9.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Technology,Huang Xiaofen & family,61.0,China,Shenzhen,Printed circuit boards,Technology,China,True,D,female,1962-01-01,Huang,Xiaofen,2023-04-04 05:01:00,1962.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Automotive,Hiroshi Ishibashi,76.0,Japan,Tokyo,Tires,Automotive,Japan,False,U,male,1946-08-01,Ishibashi,Hiroshi,2023-04-04 05:01:00,1946.0,8.0,1.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Gambling & Casinos,Masayuki Ishihara,74.0,Japan,Tokyo,Pachinko machines,Gambling & Casinos,Japan,False,R,male,1948-12-15,Ishihara,Masayuki,2023-04-04 05:01:00,1948.0,12.0,15.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Chatchai Kaewbootta,71.0,Thailand,Bangkok,Auto loans,Finance & Investments,Thailand,True,D,male,1951-07-05,Kaewbootta,Chatchai,2023-04-04 05:01:00,1951.0,7.0,5.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Nikhil Kamath,36.0,India,Bangalore,Financial services,Finance & Investments,India,True,N,male,1986-09-05,Kamath,Nikhil,2023-04-04 05:01:00,1986.0,9.0,5.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,30s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Jonas Kamprad,57.0,United Kingdom,London,IKEA,Finance & Investments,Sweden,False,E,male,1966-03-04,Kamprad,Jonas,2023-04-04 05:01:00,1966.0,3.0,4.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Mathias Kamprad,53.0,United Kingdom,London,IKEA,Finance & Investments,Sweden,False,E,male,1969-06-27,Kamprad,Mathias,2023-04-04 05:01:00,1969.0,6.0,27.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Peter Kamprad,59.0,Belgium,Tervuren,IKEA,Finance & Investments,Sweden,False,E,male,1964-03-29,Kamprad,Peter,2023-04-04 05:01:00,1964.0,3.0,29.0,117.11,1.4,"$529,606,710,418 ",79.7,103.9,81.6,24.0,55.4,11484055.0,50.503887,4.469936,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Service,Fumio Kaneko,66.0,Japan,Kobe,Waste management,Service,Japan,True,N,male,1956-10-17,Kaneko,Fumio,2023-04-04 05:01:00,1956.0,10.0,17.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Automotive,Sunjay Kapur,51.0,India,Delhi,Auto parts,Automotive,United States,False,D,male,1971-10-15,Kapur,Sunjay,2023-04-04 05:01:00,1971.0,10.0,15.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Energy,Ali Metin Kazanci,88.0,Turkey,Istanbul,Energy,Energy,Turkey,True,R,male,1934-08-30,Kazanci,Ali Metin,2023-04-04 05:01:00,1934.0,8.0,30.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322,80s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Healthcare,Kangbao Ke & family,60.0,China,Guangzhou,Retailing,Healthcare,China,True,U,male,1963-01-01,Ke,Kangbao,2023-04-04 05:01:00,1963.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Sports,Carsten Koerl,58.0,Switzerland,Zurich,Sports data,Sports,Germany,True,D,male,1964-11-27,Koerl,Carsten,2023-04-04 05:01:00,1964.0,11.0,27.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Technology,Koo Bon-sik,64.0,South Korea,Seoul,LG,Technology,South Korea,False,E,male,1958-06-28,Koo,Bon-sik,2023-04-04 05:01:00,1958.0,6.0,28.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Energy,Andrei Kosogov,62.0,Russia,Moscow,Banking,Energy,Russia,True,D,male,1961-03-15,Kosogov,Andrei,2023-04-04 05:01:00,1961.0,3.0,15.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Manufacturing,Yogesh Kothari,74.0,India,Mumbai,Specialty chemicals,Manufacturing,India,True,D,male,1949-01-01,Kothari,Yogesh,2023-04-04 05:01:00,1949.0,1.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Healthcare,Arvind Lal,73.0,India,Delhi,Medical diagnostics,Healthcare,India,False,D,male,1949-08-22,Lal,Arvind,2023-04-04 05:01:00,1949.0,8.0,22.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Gambling & Casinos,Manuel Lao Hernández,78.0,Spain,Matadepera,Casinos,Gambling & Casinos,Spain,True,D,male,1944-06-10,Lao Hernández,Manuel,2023-04-04 05:01:00,1944.0,6.0,10.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Construction & Engineering,Lee Joong-keun,82.0,South Korea,Seoul,"Construction, real estate",Construction & Engineering,South Korea,True,D,male,1941-01-11,Lee,Joong-keun,2023-04-04 05:01:00,1941.0,1.0,11.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,80s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Nancy Lerner,62.0,United States,Cleveland,"Banking, credit cards",Finance & Investments,United States,False,E,female,1960-05-11,Lerner,Nancy,2023-04-04 05:01:00,1960.0,5.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Norma Lerner,87.0,United States,Cleveland,Banking,Finance & Investments,United States,False,E,female,1936-03-28,Lerner,Norma,2023-04-04 05:01:00,1936.0,3.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,80s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Randolph Lerner,61.0,United States,Cleveland,"Banking, credit cards",Finance & Investments,United States,False,E,male,1962-02-21,Lerner,Randolph,2023-04-04 05:01:00,1962.0,2.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Healthcare,Lin Zhijun,47.0,China,Xiamen,Medical devices,Healthcare,China,True,D,male,1975-09-01,Lin,Zhijun,2023-04-04 05:01:00,1975.0,9.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,40s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Healthcare,Lin Zhixiong & family,49.0,China,Xiamen,Medical devices,Healthcare,China,True,D,male,1973-07-01,Lin,Zhixiong,2023-04-04 05:01:00,1973.0,7.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,40s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Manufacturing,Jeffrey Lorberbaum,68.0,United States,Chattanooga,Flooring,Manufacturing,United States,False,D,male,1954-10-25,Lorberbaum,Jeffrey,2023-04-04 05:01:00,1954.0,10.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Telecom,Lu Rongfu,52.0,China,Xiamen,Telecommunication,Telecom,China,True,D,male,1971-01-01,Lu,Rongfu,2023-04-04 05:01:00,1971.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Fashion & Retail,Lyu Yixiong,60.0,China,Shanghai,Cosmetics,Fashion & Retail,China,True,N,male,1963-01-01,Lyu,Yixiong,2023-04-04 05:01:00,1963.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Technology,Soichiro Minami,46.0,Japan,Tokyo,Internet and software,Technology,Japan,True,E,male,1976-06-15,Minami,Soichiro,2023-04-04 05:01:00,1976.0,6.0,15.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,40s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Automotive,Pawan Munjal,68.0,India,Delhi,Two wheelers,Automotive,India,False,Split Family Fortune,male,1954-10-28,Munjal,Pawan,2023-04-04 05:01:00,1954.0,10.0,28.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Automotive,Renu Munjal,68.0,India,Delhi,Two wheelers,Automotive,India,False,Split Family Fortune,female,1955-03-06,Munjal,Renu,2023-04-04 05:01:00,1955.0,3.0,6.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Automotive,Suman Munjal,70.0,India,Delhi,Motorcycles,Automotive,India,False,Split Family Fortune,male,1953-02-26,Munjal,Suman,2023-04-04 05:01:00,1953.0,2.0,26.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Energy,Dmitry Nikolaev,56.0,Russia,Kemerovo,Coal,Energy,Russia,True,N,male,1966-08-17,Nikolaev,Dmitry ,2023-04-04 05:01:00,1966.0,8.0,17.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Automotive,Sjamsul Nursalim,81.0,Singapore,Singapore,"Tires, retail",Automotive,Indonesia,False,R,male,1942-01-19,Nursalim,Sjamsul,2023-04-04 05:01:00,1942.0,1.0,19.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,80s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Fashion & Retail,Adrian Paval,54.0,Romania,Bacau,Retail,Fashion & Retail,Romania,True,U,male,1968-09-23,Paval,Adrian,2023-04-04 05:01:00,1968.0,9.0,23.0,123.78,3.8,"$250,077,444,017 ",49.4,85.2,75.4,14.6,20.0,19356544.0,45.943161,24.96676,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Diversified,Antonio Percassi,69.0,Italy,Bergamo,"Real estate, diversified",Diversified,Italy,True,D,male,1953-06-09,Percassi,Antonio,2023-04-04 05:01:00,1953.0,6.0,9.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Fashion & Retail,Kevin Plank,50.0,United States,Lutherville-Timonium,Under Armour,Fashion & Retail,United States,True,D,male,1972-08-13,Plank,Kevin,2023-04-04 05:01:00,1972.0,8.0,13.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Healthcare,G.V. Prasad,62.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,False,U,male,1960-11-22,Prasad,G.V.,2023-04-04 05:01:00,1960.0,11.0,22.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Healthcare,Pu Zhongjie & family,60.0,China,Beijing,Medical equipment,Healthcare,China,True,E,male,1963-01-01,Pu,Zhongjie,2023-04-04 05:01:00,1963.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Healthcare,Rao Wei & family,58.0,China,Shenzhen,Pharmaceuticals,Healthcare,China,True,R,male,1964-11-12,Rao,Wei,2023-04-04 05:01:00,1964.0,11.0,12.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Service,Helena Revoredo,76.0,Spain,Madrid,Security services,Service,Spain,False,D,female,1947-02-10,Revoredo,Helena,2023-04-04 05:01:00,1947.0,2.0,10.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Matthew Roszak,50.0,United States,Chicago,Cryptocurrency,Finance & Investments,United States,True,D,male,1972-12-09,Roszak,Matthew,2023-04-04 05:01:00,1972.0,12.0,9.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Technology,Paul Sciarra,42.0,United States,San Francisco,Pinterest,Technology,United States,True,D,male,1981-02-15,Sciarra,Paul,2023-04-04 05:01:00,1981.0,2.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,40s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Rajesh Sharma,53.0,India,Mumbai,Finance,Finance & Investments,India,False,N,male,1970-02-25,Sharma,Rajesh,2023-04-04 05:01:00,1970.0,2.0,25.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Energy,Dean Solon,58.0,United States,Gallatin,Solar systems,Energy,United States,True,U,male,1965-01-01,Solon,Dean,2023-04-04 05:01:00,1965.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Michael Spencer,67.0,United Kingdom,"London, Suffolk",Stock exchange,Finance & Investments,United Kingdom,True,E,male,1955-05-30,Spencer,Michael,2023-04-04 05:01:00,1955.0,5.0,30.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Finance & Investments,Joseph Steinberg,79.0,United States,New York,Investments,Finance & Investments,United States,True,U,male,1944-02-05,Steinberg,Joseph,2023-04-04 05:01:00,1944.0,2.0,5.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Food & Beverage,Zachary Stern,41.0,United States,Jackson,Liquor,Food & Beverage,United States,False,Split Family Fortune,male,1982-01-09,Stern,Zachary,2023-04-04 05:01:00,1982.0,1.0,9.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,40s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Manufacturing,Manny Stul,73.0,Australia,Melbourne,Toys,Manufacturing,Australia,True,D,male,1949-05-09,Stul,Manny,2023-04-04 05:01:00,1949.0,5.0,9.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Technology,Sun Hongjun,49.0,China,Shanghai,Semiconductors,Technology,China,True,D,male,1973-07-01,Sun,Hongjun,2023-04-04 05:01:00,1973.0,7.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,40s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Manufacturing,Sun Weijie,59.0,China,Yantai,Oilfield equipment,Manufacturing,China,True,D,male,1963-07-26,Sun,Weijie,2023-04-04 05:01:00,1963.0,7.0,26.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Technology,Sehat Sutardja,61.0,United States,Las Vegas,Semiconductors,Technology,United States,True,D,male,1961-07-09,Sutardja,Sehat,2023-04-04 05:01:00,1961.0,7.0,9.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Media & Entertainment,Min-Liang Tan,45.0,Singapore,Singapore,gaming,Media & Entertainment,Singapore,True,R,male,1977-11-05,Tan,Min-Liang,2023-04-04 05:01:00,1977.0,11.0,5.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,40s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Fashion & Retail,Tan Yu Yeh,52.0,Malaysia,Selangor,Retail,Fashion & Retail,Malaysia,True,D,male,1971-01-01,Tan,Yu Yeh,2023-04-04 05:01:00,1971.0,1.0,1.0,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76.0,12.0,38.7,32447385.0,4.210484,101.975766,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Automotive,Tang Aoqi & family,77.0,China,Changzhou,Auto parts,Automotive,China,True,N,male,1945-04-11,Tang,Aoqi,2023-04-04 05:01:00,1945.0,4.0,11.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Manufacturing,Vonnarat Tangkaravakoon,51.0,Thailand,Bangkok,"Wire & cables, paints",Manufacturing,Thailand,False,D,male,1971-09-11,Tangkaravakoon,Vonnarat,2023-04-04 05:01:00,1971.0,9.0,11.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Food & Beverage,Tsao Ter-fung,76.0,Taiwan,Taipei,Food,Food & Beverage,Taiwan,True,N,male,1947-01-01,Tsao,Ter-fung,2023-04-04 05:01:00,1947.0,1.0,1.0,,,,,,,,,,,,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Manufacturing,Tung Ching Sai,58.0,China,Dongguan,Manufacturing,Manufacturing,China,True,D,male,1965-01-01,Tung,Ching Sai,2023-04-04 05:01:00,1965.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Technology,Arkady Volozh,59.0,Israel,Tel Aviv,Search engine,Technology,Russia,True,R,male,1964-02-11,Volozh,Arkady,2023-04-04 05:01:00,1964.0,2.0,11.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,50s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Manufacturing,Peter-Alexander Wacker,71.0,Germany,Starnberg,Chemicals,Manufacturing,Germany,False,U,male,1951-10-02,Wacker,Peter-Alexander,2023-04-04 05:01:00,1951.0,10.0,2.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Food & Beverage,Wan Long,82.0,China,Luohe,Food,Food & Beverage,China,True,D,male,1940-09-01,Wan,Long,2023-04-04 05:01:00,1940.0,9.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,80s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Diversified,Wang Han,35.0,China,Shanghai,Airline,Diversified,China,False,D,male,1987-08-01,Wang,Han,2023-04-04 05:01:00,1987.0,8.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,30s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Media & Entertainment,Lars Wingefors,46.0,Sweden,Karlstad,Video games,Media & Entertainment,Sweden,True,D,male,1977-04-02,Wingefors,Lars,2023-04-04 05:01:00,1977.0,4.0,2.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,40s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Manufacturing,Allan Wong,73.0,Hong Kong,Hong Kong,Electronics,Manufacturing,Hong Kong,True,E,male,1950-04-01,Wong,Allan,2023-04-04 05:01:00,1950.0,4.0,1.0,,,,,,,,,,,,70s,1–2B,2023,,,,,,,,,,,,,,,
2405,1.1,Sports,Tiger Woods,47.0,United States,Jupiter Island,Golf,Sports,United States,True,N,male,1975-12-30,Woods,Tiger,2023-04-04 05:01:00,1975.0,12.0,30.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,40s,1–2B,2023,,,,,,,,,,,,,,,
